,Neutral,Happy,Sad,Surprise,Fear,Disgust,Anger,Contempt
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
115,41.62388229370117,48.0825080871582,5.016335964202881,2.0867462158203125,0.7494732737541199,0.228586345911026,1.9390496015548706,0.2734192907810211
116,53.789085388183594,33.8546142578125,6.04872465133667,2.258047342300415,0.8020705580711365,0.25245344638824463,2.716832160949707,0.27816861867904663
117,57.435882568359375,31.190628051757812,5.166254043579102,2.437333822250366,0.7159745097160339,0.22938653826713562,2.5628533363342285,0.2616931200027466
118,44.1731071472168,43.99635314941406,5.443697929382324,1.9344767332077026,0.6962034702301025,0.32475581765174866,3.127115249633789,0.3042995035648346
119,56.47774887084961,31.14277458190918,6.052440166473389,1.912744164466858,0.6683357357978821,0.28308531641960144,3.1799440383911133,0.28292787075042725
120,50.39337921142578,38.32406997680664,5.112225532531738,1.8129050731658936,0.6269534826278687,0.2492292821407318,3.187361001968384,0.2938864231109619
121,49.08006286621094,38.933292388916016,5.345553398132324,2.187425136566162,0.8587493300437927,0.27466827630996704,3.061422109603882,0.25882866978645325
122,45.01508331298828,42.077823638916016,5.860428333282471,2.576526641845703,0.88698810338974,0.34068411588668823,2.9305222034454346,0.31194642186164856
123,41.50950241088867,46.06923294067383,5.529942512512207,2.711488962173462,0.9334458708763123,0.32767319679260254,2.604576349258423,0.3141399621963501
124,39.0268669128418,49.22572326660156,5.217145919799805,2.443281888961792,0.8896463513374329,0.3197881579399109,2.6228439807891846,0.25469547510147095
125,44.47412109375,44.419681549072266,5.04059362411499,2.372225522994995,0.7795282006263733,0.255768746137619,2.4350316524505615,0.22305387258529663
126,33.04121780395508,54.694671630859375,5.317837715148926,2.694880962371826,1.0497491359710693,0.36141693592071533,2.5685806274414062,0.27165156602859497
127,34.75748062133789,53.293235778808594,5.277047634124756,2.627061605453491,1.0133564472198486,0.34482377767562866,2.4559311866760254,0.23106279969215393
128,40.157066345214844,46.2115478515625,5.975614070892334,2.9412403106689453,1.1396985054016113,0.4026285707950592,2.9165220260620117,0.2556796967983246
129,41.995155334472656,45.89954376220703,5.455406665802002,2.647627115249634,0.9018858075141907,0.3126647472381592,2.561282157897949,0.2264423966407776
130,47.50212097167969,39.261741638183594,5.566280841827393,3.131462574005127,0.9973769187927246,0.3517628610134125,2.928185224533081,0.2610711455345154
131,55.636173248291016,31.91016387939453,5.384519577026367,2.5972492694854736,0.7764302492141724,0.30368730425834656,3.134387731552124,0.25740161538124084
132,47.58669662475586,37.802825927734375,6.328972339630127,2.6500651836395264,1.0822739601135254,0.4750562012195587,3.8235981464385986,0.25051063299179077
133,41.68082046508789,46.618194580078125,5.487390995025635,2.728846788406372,0.8757036328315735,0.28256359696388245,2.103790760040283,0.22269362211227417
134,57.696353912353516,29.35432243347168,5.475661754608154,2.8225107192993164,0.7996049523353577,0.30980801582336426,3.305753707885742,0.2359805703163147
135,67.31971740722656,19.929494857788086,5.6849260330200195,2.410158157348633,0.6714659333229065,0.2473931461572647,3.535447597503662,0.20138803124427795
136,48.99613571166992,37.678810119628906,5.821415424346924,2.9573936462402344,1.0260746479034424,0.33530327677726746,2.9792017936706543,0.2056666910648346
137,60.87852096557617,24.782135009765625,5.835938930511475,3.197017192840576,1.000832438468933,0.3502078950405121,3.7728466987609863,0.18250514566898346
138,53.648685455322266,32.49072265625,5.989919662475586,3.0108323097229004,0.9554440379142761,0.3392348885536194,3.329958438873291,0.23520120978355408
139,68.04756164550781,17.503318786621094,6.620673179626465,2.189577102661133,0.6806014776229858,0.3079535961151123,4.412478446960449,0.23783378303050995
140,40.18305969238281,46.479042053222656,5.834805488586426,3.1428842544555664,1.1438827514648438,0.3841671347618103,2.5973641872406006,0.2348002791404724
141,62.740577697753906,24.88172149658203,5.471184730529785,1.884101152420044,0.7182483077049255,0.22359493374824524,3.9004781246185303,0.18010291457176208
142,47.79508590698242,41.47663879394531,4.836266040802002,1.9619884490966797,0.6648726463317871,0.2308247685432434,2.786125659942627,0.24819916486740112
143,46.015785217285156,43.24015426635742,4.78914737701416,1.8349335193634033,0.6899607181549072,0.2418622076511383,2.956885576248169,0.23127512633800507
144,59.42717361450195,29.027334213256836,5.223848819732666,1.6443872451782227,0.560853123664856,0.20457538962364197,3.6608755588531494,0.25095200538635254
145,63.58185958862305,27.243858337402344,4.338263511657715,1.4706250429153442,0.39008137583732605,0.1351405680179596,2.5478320121765137,0.2923364043235779
146,55.78451919555664,33.583251953125,4.875870227813721,1.6023701429367065,0.4810928404331207,0.2088651955127716,3.153529405593872,0.3105009198188782
147,66.7520751953125,21.56361961364746,5.586672782897949,1.671842098236084,0.47656014561653137,0.19577087461948395,3.4592249393463135,0.29423463344573975
148,58.82249450683594,28.927034378051758,5.715069770812988,2.331813335418701,0.7593482136726379,0.24309630692005157,2.963383913040161,0.23776160180568695
149,60.730289459228516,27.12889862060547,5.4416375160217285,2.0016531944274902,0.6162649393081665,0.23362690210342407,3.5879299640655518,0.25970688462257385
150,55.52082824707031,32.83805465698242,5.011552810668945,2.291566848754883,0.7315837144851685,0.22963567078113556,3.121558427810669,0.25522375106811523
151,57.13127899169922,33.33535385131836,4.308199405670166,2.2216362953186035,0.5466305017471313,0.15688717365264893,2.0708208084106445,0.22918802499771118
152,54.88093948364258,34.14646530151367,5.274529933929443,1.9677695035934448,0.6328557133674622,0.21951967477798462,2.6566591262817383,0.22126543521881104
153,64.53600311279297,24.809782028198242,4.934415340423584,2.0463409423828125,0.6283392310142517,0.15923810005187988,2.6959943771362305,0.1898890882730484
154,61.8668212890625,25.001039505004883,5.897527694702148,2.4655227661132812,0.8499575853347778,0.2798685133457184,3.4242515563964844,0.21501733362674713
155,67.34199523925781,21.783855438232422,5.148859024047852,1.9076404571533203,0.5522364377975464,0.15496887266635895,2.8873414993286133,0.22310642898082733
156,76.00030517578125,13.037213325500488,5.5976080894470215,1.3680745363235474,0.4013460576534271,0.13215672969818115,3.251117467880249,0.2121874839067459
157,65.63922119140625,23.69914436340332,5.25796365737915,1.8138905763626099,0.5018355250358582,0.1694670021533966,2.673238754272461,0.24523888528347015
158,62.91389465332031,25.06830596923828,5.620627403259277,1.863339900970459,0.6368653178215027,0.2294018417596817,3.459005355834961,0.2085648477077484
159,70.71054077148438,19.461589813232422,4.472540855407715,2.1086292266845703,0.5047616362571716,0.13843704760074615,2.418806314468384,0.18469513952732086
160,63.915069580078125,24.1336612701416,5.4935736656188965,2.439556360244751,0.704532265663147,0.20861974358558655,2.8908162117004395,0.2141803503036499
161,57.038665771484375,31.756698608398438,5.029111862182617,2.4662399291992188,0.7898047566413879,0.19761791825294495,2.516710042953491,0.2051585167646408
162,44.538543701171875,42.99229431152344,5.737116813659668,2.2990291118621826,0.9339098930358887,0.3278632164001465,2.9504125118255615,0.22083508968353271
163,43.403255462646484,44.167484283447266,5.583619117736816,2.9809553623199463,1.0485295057296753,0.2927146852016449,2.305586814880371,0.2178620547056198
164,57.024444580078125,31.70633888244629,4.944256782531738,3.01507568359375,0.7315096259117126,0.20827196538448334,2.151951551437378,0.21815800666809082
165,70.22251892089844,16.697458267211914,6.409451484680176,1.7855629920959473,0.6028038263320923,0.20580638945102692,3.826808452606201,0.24959172308444977
166,59.64781188964844,27.824724197387695,5.430762767791748,2.6042516231536865,0.7872215509414673,0.27593547105789185,3.184325933456421,0.24496880173683167
167,62.041324615478516,25.939592361450195,5.328476905822754,2.7748281955718994,0.7686240673065186,0.2364530861377716,2.699599027633667,0.21110136806964874
168,68.95906829833984,17.905492782592773,6.098176956176758,2.2928454875946045,0.7533762454986572,0.23376722633838654,3.55651593208313,0.2007550597190857
169,61.953346252441406,26.591760635375977,4.8659257888793945,2.7501587867736816,0.6606727242469788,0.2608787417411804,2.6713709831237793,0.24588008224964142
170,50.01538848876953,38.1536865234375,5.343081951141357,2.673821449279785,0.7763752341270447,0.2675311267375946,2.529991865158081,0.2401268631219864
171,62.86249923706055,22.037227630615234,6.510676383972168,3.213165044784546,1.0719408988952637,0.35710838437080383,3.774083137512207,0.1733025312423706
172,64.25730895996094,21.041982650756836,6.751564979553223,1.9150160551071167,0.6796205639839172,0.3449658751487732,4.744676113128662,0.2648627758026123
173,46.20560836791992,38.7829704284668,6.6379570960998535,2.6761093139648438,1.0276427268981934,0.48797866702079773,3.85094952583313,0.3307889401912689
174,71.69393920898438,15.154129028320312,5.628262996673584,2.9993114471435547,0.7092300057411194,0.25230610370635986,3.375748872756958,0.18707385659217834
175,57.17353057861328,28.099245071411133,6.354114532470703,2.8164303302764893,1.016935110092163,0.373536080121994,3.9459471702575684,0.22026292979717255
176,60.21782684326172,24.624347686767578,6.243934631347656,3.640754461288452,1.1186093091964722,0.43168962001800537,3.526418924331665,0.19641846418380737
177,53.872520446777344,31.106159210205078,6.324227333068848,3.009803056716919,1.0879480838775635,0.44846484065055847,3.934586763381958,0.2162850946187973
178,43.54970169067383,44.13020324707031,5.49990701675415,2.6410205364227295,0.9427896738052368,0.31258368492126465,2.7011399269104004,0.22265736758708954
179,28.56549644470215,58.827857971191406,5.534534454345703,2.8675427436828613,1.2691572904586792,0.4110345244407654,2.28507399559021,0.2393045425415039
180,35.06922912597656,53.33171463012695,5.039147853851318,2.692974328994751,1.0092895030975342,0.317278653383255,2.3015286922454834,0.2388322651386261
181,47.4804801940918,40.04583740234375,5.534825325012207,2.4776222705841064,0.8963159322738647,0.2914034426212311,3.0352988243103027,0.2382238358259201
182,42.49909973144531,44.53435516357422,5.616871356964111,3.057624101638794,1.0587202310562134,0.35252395272254944,2.6222338676452637,0.258575975894928
183,39.725120544433594,47.67983627319336,5.382299423217773,2.8446550369262695,1.0397706031799316,0.35571834444999695,2.7415237426757812,0.23108036816120148
184,41.454437255859375,45.892974853515625,5.413723945617676,2.7948665618896484,0.9862325191497803,0.3525049090385437,2.8733649253845215,0.23189398646354675
185,40.17972946166992,49.29575729370117,4.649466037750244,2.2336976528167725,0.7762494683265686,0.2684660851955414,2.3553454875946045,0.24129515886306763
186,53.004878997802734,34.686134338378906,5.373639106750488,2.04284405708313,0.7292717695236206,0.28765517473220825,3.610822916030884,0.26475536823272705
187,43.50331497192383,44.57859802246094,5.517675399780273,2.2693569660186768,0.8980433344841003,0.27263426780700684,2.74985671043396,0.21052318811416626
188,49.16972351074219,39.362003326416016,5.240703105926514,2.3593785762786865,0.7613903284072876,0.2955104112625122,2.567307472229004,0.24397994577884674
189,48.781009674072266,38.472007751464844,5.7642316818237305,2.243831157684326,0.8614171147346497,0.3259891867637634,3.3083341121673584,0.2431691437959671
190,46.253509521484375,40.1086540222168,6.096037864685059,2.4246575832366943,0.9357529878616333,0.40361690521240234,3.5140295028686523,0.2637450695037842
191,50.667022705078125,35.26874923706055,5.909130573272705,2.6367640495300293,0.9463751912117004,0.42587652802467346,3.9103171825408936,0.23576782643795013
192,44.934444427490234,43.16878890991211,5.625850677490234,2.2256085872650146,0.8396862745285034,0.3014912009239197,2.6769070625305176,0.22722727060317993
193,52.55437469482422,34.50193405151367,5.927272796630859,2.4795401096343994,0.9208778142929077,0.28605392575263977,3.1059627532958984,0.22398576140403748
194,42.83917999267578,45.185211181640625,5.530081272125244,2.6681015491485596,0.8943259716033936,0.2852991819381714,2.3695878982543945,0.22821302711963654
195,39.836509704589844,47.09021759033203,6.132107734680176,2.9674384593963623,1.0970427989959717,0.3235677480697632,2.336472988128662,0.2166450470685959
196,46.261070251464844,41.30512237548828,5.25156307220459,3.0309808254241943,0.9898120760917664,0.3117713928222656,2.611349105834961,0.23833559453487396
197,51.3392448425293,36.927398681640625,5.299994945526123,2.290708065032959,0.8521913290023804,0.2727929353713989,2.780381679534912,0.23728340864181519
198,48.2787971496582,40.453704833984375,4.865562915802002,2.9466171264648438,0.9018823504447937,0.22164416313171387,2.144573450088501,0.1872171014547348
199,66.85626220703125,21.931041717529297,5.002940654754639,2.279311180114746,0.8173435926437378,0.18986643850803375,2.715424060821533,0.20781317353248596
200,63.29899978637695,24.927881240844727,5.4034318923950195,2.0913541316986084,0.6600320935249329,0.2343229204416275,3.1576764583587646,0.2263002097606659
201,29.30078125,60.1379508972168,4.898833751678467,1.8917940855026245,0.79716956615448,0.33582374453544617,2.38988995552063,0.24775564670562744
202,49.13602828979492,40.4278450012207,4.860088348388672,1.3158445358276367,0.46317726373672485,0.25244811177253723,3.244617462158203,0.2999591529369354
203,35.426048278808594,52.89051055908203,5.49595832824707,2.1293044090270996,0.8733977675437927,0.32164400815963745,2.592745065689087,0.270389586687088
204,30.55575180053711,56.73066329956055,5.657999515533447,3.117201089859009,1.2345606088638306,0.393698126077652,2.082913398742676,0.22721919417381287
205,30.38056755065918,56.87065124511719,5.541250705718994,3.212970495223999,1.2994953393936157,0.36816346645355225,2.102389335632324,0.22451938688755035
206,44.45747375488281,43.33549118041992,5.570558071136475,2.5861430168151855,0.9060821533203125,0.2897588610649109,2.6229090690612793,0.2315908670425415
207,47.266014099121094,40.168251037597656,5.648747444152832,2.8433451652526855,0.9745935201644897,0.2851617634296417,2.602773666381836,0.21110714972019196
208,75.99868774414062,11.858891487121582,5.288451194763184,2.9923768043518066,0.6683599948883057,0.17891322076320648,2.8643953800201416,0.14992684125900269
209,59.07586669921875,29.67007827758789,5.237680435180664,2.5792789459228516,0.7422762513160706,0.19177424907684326,2.3186569213867188,0.18438582122325897
210,47.90004348754883,39.11381912231445,5.798100471496582,2.901641845703125,0.983233630657196,0.29913437366485596,2.7743892669677734,0.22963695228099823
211,48.72163772583008,38.17469024658203,5.9869585037231445,2.400270938873291,0.9978148341178894,0.31927451491355896,3.183532953262329,0.21581922471523285
212,67.71812438964844,19.664958953857422,5.5000104904174805,2.740910530090332,0.76947420835495,0.24641025066375732,3.1894798278808594,0.17063204944133759
213,56.5203971862793,32.26523971557617,5.057724475860596,2.586280345916748,0.7899579405784607,0.21970653533935547,2.3643927574157715,0.1963098794221878
214,55.65345764160156,32.2868537902832,5.566648960113525,2.3158884048461914,0.7554597854614258,0.2543772757053375,2.9364371299743652,0.23087403178215027
215,58.7024040222168,31.22076416015625,4.823188781738281,1.96671724319458,0.589680552482605,0.17682191729545593,2.2795321941375732,0.2408975064754486
216,45.47742462158203,43.859764099121094,4.976883888244629,2.1173174381256104,0.7117872834205627,0.22242656350135803,2.416259527206421,0.21813993155956268
217,66.22850799560547,22.704341888427734,5.042618751525879,1.8591912984848022,0.5488405227661133,0.17847034335136414,3.203803300857544,0.23423270881175995
218,55.03408432006836,33.36595153808594,5.60436487197876,1.7542306184768677,0.6108075380325317,0.2537408471107483,3.127713441848755,0.24910634756088257
219,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0
